81;必殺技テキスト82
82;必殺技テキスト83
83;必殺技テキスト84
84;必殺技テキスト85
85;必殺技テキスト86
86;両腕<r2_りょううで>から有機体系<r4_ゆうきたいけい>ミサイルを無数<r2_むすう>に\n発射<r2_はっしゃ>する
87;胸<r1_むね>の部分<r2_ぶぶん>にあるハッチから有機体系<r4_ゆうきたいけい>\nミサイルを発射<r2_はっしゃ>する
88;巨大<r2_きょだい>な角<r1_つの>を敵<r1_てき>に突<r1_つ>き刺<r1_さ>す
89;超速<r2_ちょうそく>で真空刃<r3_しんくうば>を繰<r1_く>り出<r1_だ>し、敵<r1_てき>を切<r1_き>り\n刻<r1_きざ>む
90;敵<r1_てき>のハートを切<r1_せつ>なくさせ、戦意<r2_せんい>を\n消失<r2_しょうしつ>させる
91;あらゆる敵<r1_てき>の戦意<r2_せんい>を喪失<r2_そうしつ>させ\n結果的<r3_けっかてき>に勝利<r2_しょうり>をおさめる
92;大気中<r3_たいきちゅう>に存在<r2_そんざい>する全<r1_すべ>てのエネルギー\nを1点<r1_てん>に集中<r2_しゅうちゅう>させて放<r1_はな>つ、超高密度<r4_ちょうこうみつど>の\n高熱<r2_こうねつ>エネルギー弾<r1_だん>
93;暗黒<r2_あんこく>の吐息<r2_といき>で相手<r2_あいて>の体<r1_からだ>を蝕<r1_むしば>む
94;2丁<r1_ちょう>のショットガンを連射<r2_れんしゃ>する
95;必殺技テキスト96
96;必殺技テキスト97
97;必殺技テキスト98
98;必殺技テキスト99
99;「ダークドラアーム」に装備<r2_そうび>された\n「ギガスティックキャノン」から\n自身<r2_じしん>のデジタル細胞<r2_さいぼう>を打<r1_う>ち出<r1_だ>す
100;「ダークマター」をエネルギー弾<r1_だん>として\n打<r1_う>ち放<r1_はな>つ禁断<r2_きんだん>の大技<r2_おおわざ>
101;自慢<r2_じまん>の短刀<r2_たんとう>「男魂<r2_おとこだま>」から繰<r1_く>り出<r1_だ>す一撃<r2_いちげき>
102;気<r1_き>を帯<r1_お>びた棘<r1_とげ>の鞭<r1_むち>でどんなに狂暴<r2_きょうぼう>な\nデジモンでも手<r1_て>なずけてしまう
103;必殺技テキスト104
104;必殺技テキスト105
105;メタルガルルモンの形<r1_かたち>をした大砲<r2_たいほう>から\n打<r1_う>ち出<r1_だ>される絶対零度<r4_ぜったいれいど>の冷気弾<r3_れいきだん>
106;巨大<r2_きょだい>な翼<r1_つばさ>を広<r1_ひろ>げて光<r1_ひかり>のエネルギーを\n極限<r2_きょくげん>まで集中<r2_しゅうちゅう>して放<r1_はな>つ
107;全身<r2_ぜんしん>のエネルギーを溜<r1_た>めて、胸<r1_むね>の\n口部<r2_こうぶ>から放<r1_はな>つ超弩級<r3_ちょうどきゅう>の一撃<r2_いちげき>
108;必殺技テキスト109
109;大気中<r3_たいきちゅう>に存在<r2_そんざい>する全<r1_すべ>てのエネルギーを\n1点<r1_てん>に集中<r2_しゅうちゅう>させて放<r1_はな>つ、超高密度<r4_ちょうこうみつど>の\n高熱<r2_こうねつ>エネルギー弾<r1_だん>
110;聖槍<r2_せいそう>「グラム」から繰<r1_く>り出<r1_だ>す\n強烈<r2_きょうれつ>な一撃<r2_いちげｌき>
111;全<r1_すべ>ての物<r1_もの>を氷結<r2_ひょうけつ>させてしまう絶対<r2_ぜったい>\n零度<r2_れいど>の冷気<r2_れいき>を吐<r1_は>き出<r1_だ>す。この攻撃<r2_こうげき>を\n受<r1_う>けたものは瞬時<r2_しゅんじ>に生命活動<r4_せいめいかつどう>を停止<r2_ていし>\nしてしまう
112;魔槍<r2_まそう>の強力<r2_きょうりょく>な連打攻撃<r4_れんだこうげき>
113;この世<r1_よ>に存在<r2_そんざい>する「負<r1_ふ>の念<r1_ねん>」を1点<r1_てん>に\n集中<r2_しゅうちゅう>させて放<r1_はな>つ
114;必殺技テキスト115
115;必殺技テキスト116
116;必殺技テキスト117
117;必殺技テキスト118
118;必殺技テキスト119
119;必殺技テキスト120
120;最終兵器<r4_さいしゅうへいき>「ズィード砲<r1_ほう>」並<r1_なら>びに全身<r2_ぜんしん>の\n武器<r2_ぶき>を一斉掃射<r4_いっせいそうしゃ>する
121;「ドラモンブレイカー」を分離<r2_ぶんり>させて\n両腕<r2_りょううで>に装着<r2_そうちゃく>し、大気中<r3_たいきちゅう>に存在<r2_そんざい>する\n全<r1_すべ>てのエネルギーを剣<r1_けん>の先端<r2_せんたん>に集中<r2_しゅうちゅう>\nさせて放<r1_はな>つ
122;必殺技テキスト123
123;必殺技テキスト124
124;必殺技テキスト125
125;大気圏外<r4_たいきけんがい>まで急上昇<r3_きゅうじょうしょう>し、「アンブロ\nジウス」から高出力<r3_こうしゅつりょく>のレーザー射撃<r2_しゃげき>\nを行<r1_おこな>う
126;必殺技テキスト127
127;「メガブラスター」の強化版<r3_きょうかばん>
128;神々<r2_こうごう>しい4枚<r1_まい>の羽<r1_はね>を羽<r1_は>ばたかせて\n黄金色<r3_おうごんいろ>の粒子<r2_りゅうし>を降<r1_ふ>り注<r1_そそ>ぐ
129;相手<r2_あいて>の足<r1_あし>をすくう
130;7つの超熱光球<r4_ちょうねつこうきゅう>を相手<r2_あいて>に放<r1_はな>つ
131;胸<r1_むね>の部分<r2_ぶぶん>にあるハッチから有機体系<r4_ゆうきたいけい>\nミサイルを発射<r2_はっしゃ>する
132;必殺技テキスト133
133;必殺技テキスト134
134;必殺技テキスト135
135;必殺技テキスト136
136;必殺技テキスト137
137;この世<r1_よ>に存在<r2_そんざい>する「負<r1_ふ>の念<r1_ねん>」を1点<r1_てん>に\n集中<r2_しゅうちゅう>させて放<r1_はな>つ
138;口<r1_くち>から火炎<r2_かえん>の息<r1_いき>を吐<r1_は>く
139;不法侵入者<r5_ふほうしんにゅうしゃ>を世界<r2_せかい>の果<r1_は>てまで\n追<r1_お>い詰<r1_つ>めて破壊<r2_はかい>してしまう
140;アーム部分<r2_ぶぶん>から発射<r2_はっしゃ>される\nエネルギー状<r1_じょう>の刃物<r2_はもの>
141;子分<r2_こぶん>の小魚達<r3_こざかなたち>を操<r1_あやつ>る
142;再生可能<r4_さいせいかのう>な角<r1_つの>を射出<r2_しゃしゅつ>する
143;トールハンマーを振<r1_ふ>り降<r1_お>ろした時<r1_とき>に\n生<r1_しょう>じる衝撃波<r3_しょうげきは>や火花<r2_ひばな>を相手<r2_あいて>にぶつける
144;周囲<r2_しゅうい>の大気<r2_たいき>を瞬間的<r3_しゅんかんてき>に絶対零度<r4_ぜったいれいど>にし\n敵<r1_てき>を急速冷凍<r4_きゅうそくれいとう>させ、「ミョルニル」で\n打<r1_う>ち砕<r1_くだ>いてしまう
145;口<r1_くち>から絶対零度<r4_ぜったいれいど>の息<r1_いき>をはきだし\n水<r1_みず>を瞬時<r2_しゅんじ>に凍<r1_こお>らせて敵<r1_てき>に放<r1_はな>つ
146;必殺技テキスト147
147;必殺技テキスト148
148;必殺技テキスト149
149;必殺技テキスト150
150;必殺技テキスト999
