10;本日<r2_ほんじつ>未明<r2_みめい>より\nGIGO<r4_ギゴ>カンパニー提供<r2_ていきょう>の\nインフラストラクチャ構造体<r3_こうぞうたい>に\n想定外<r3_そうていがい>の容量<r2_ようりょう>となる高密度<r3_こうみつど>データが流<r1_なが>れ込<r1_こ>み、\n現在<r2_げんざい>、ネットワークの大部分<r3_だいぶぶん>は\n輻輳<r2_ふくそう>状態<r2_じょうたい>となっており\nその利用<r2_りよう>が非常<r2_ひじょう>に困難<r2_こんなん>な状態<r2_じょうたい>\n\n社会<r2_しゃかい>への影響<r2_えいきょう>は甚大<r2_じんだい>であり\n治安<r2_ちあん>の悪化<r2_あっか>さえ引<r1_ひ>き起<r1_お>こしかねない\n未曽有<r3_みぞう>の事態<r2_じたい>である
11;詳細<r2_しょうさい>未確認<r3_みかくにん>情報<r2_じょうほう>\n\n本日<r2_ほんじつ>夕刻<r2_ゆうこく>より、\n都心部<r3_としんぶ>に位置<r2_いち>する、GIGO<r4_ギゴ>カンパニータワーの\n東<r1_ひがし>の空<r1_そら>に巨大<r2_きょだい>な稲妻<r2_いなずま>のような\n「裂<r1_さ>け目<r1_め>」が確認<r2_かくにん>されている\n\nこれは消<r1_き>えることなく現在<r2_げんざい>も確認<r2_かくにん>可能<r2_かのう>な状態<r2_じょうたい>\n\n気象台<r3_きしょうだい>は確認<r2_かくにん>を急<r1_いそ>いでいるが\nこの現象<r2_げんしょう>を説明<r2_せつめい>する言葉<r2_ことば>や前例<r2_ぜんれい>は\n今<r1_いま>のところ発見<r2_はっけん>されていない\n\n専門家<r3_せんもんか>たちは首<r1_くび>をかしげるばかりである
12;数日来<r3_すうじつらい>、確認<r2_かくにん>されている\n空<r1_そら>の「裂<r1_さ>け目<r1_め>」はその形状<r2_けいじょう>を拡大<r2_かくだい>し\n現在<r2_げんざい>、都心部<r3_としんぶ>の上空<r2_じょうくう>は\nその構造<r2_こうぞう>が崩壊<r2_ほうかい>したかのような\n非現実的<r4_ひげんじつてき>な状態<r2_じょうたい>となっている\n\n気象台<r3_きしょうだい>や連絡用<r3_れんらくよう>のネットワークの全<r1_すべ>ては\n停止<r2_ていし>しており、\n現象<r2_げんしょう>の詳細<r2_しょうさい>の確認<r2_かくにん>は不可能<r3_ふかのう>な状態<r2_じょうたい>が\n続<r1_つづ>いている\n\n数日<r2_すうじつ>前<r1_まえ>から一部<r2_いちぶ>オンラインゲームの内部<r2_ないぶ>で\n同様<r2_どうよう>の現象<r2_げんしょう>が起<r1_お>こっていたという\n風説<r2_ふうせつ>もあるが、関連<r2_かんれん>性<r1_せい>等<r1_とう>は定<r1_さだ>かではない\n\nこのままこの状態<r2_じょうたい>が維持<r2_いじ>されれば\n各種<r2_かくしゅ>治安等<r3_ちあんとう>にも影響<r2_えいきょう>が出始<r2_ではじ>めるとの\n見通<r2_みとお>しもあり、自体<r2_じたい>は刻一刻<r3_こくいっこく>、予断<r2_よだん>を許<r1_ゆる>さない\n状況<r2_じょうきょう>となっている
13;昨日<r2_さくじつ>未明<r2_みめい>、いくつかの場所<r2_ばしょ>で\n不可解<r3_ふかかい>な現象<r2_げんしょう>が確認<r2_かくにん>されている\n\n某<r1_ぼう>ショッピングモールで\n突如<r2_とつじょ>、盗難<r2_とうなん>事件<r2_じけん>が多発<r2_たはつ>\n\n犯人<r2_はんにん>を現行犯<r3_げんこうはん>でおいつめたものの\n現場<r2_げんば>に居合<r2_いあ>わせた警備員<r3_けいびいん>は\n犯人<r2_はんにん>の確保<r2_かくほ>に失敗<r2_しっぱい>\n\n曰<r1_いわ>く、「突然<r2_とつぜん>ハートが切<r1_せつ>なくなった」\nとのこと\n\n警察<r2_けいさつ>では、犯人<r2_はんにん>の足取<r2_あしど>りとともに\n警備員<r3_けいびいん>の受<r1_う>けた精神<r2_せいしん>状態<r2_じょうたい>の変化<r2_へんか>について調査中<r3_ちょうさちゅう>\n\n現場<r2_げんば>では、サングラスをかけた\nサルのような生物<r2_せいぶつ>の姿<r1_すがた>が\n目撃<r2_もくげき>されたという証言<r2_しょうげん>もあるが\n詳細<r2_しょうさい>は判明<r2_はんめい>していない
14;
15;
16;
17;
18;
19;
20;
21;
22;
23;
24;
25;
26;
27;
28;
29;
30;
31;
32;
33;
34;
35;
36;
37;
38;
39;
40;
41;
42;
43;
44;
45;
46;
47;
48;
49;
50;
51;
52;
53;
54;
55;
56;
57;
58;
59;
60;
61;
62;
63;
64;
65;
66;
67;
68;
69;
70;
71;
