10;ジャリモンが成長<r2_せいちょう>した四足型<r3_よつあしかた>の\n幼年期<r3_ようねんき>デジモン。\n身体的特徴<r5_しんたいてきとくちょう>はトコモンに酷似<r2_こくじ>しており、\n口<r1_くち>の中<r1_なか>にも強力<r2_きょうりょく>な牙<r1_きば>が生<r1_は>え揃<r1_そろ>っている。
11;成長<r2_せいちょう>して二足歩行<r4_にそくほこう>ができるようになった、\n小型<r2_こがた>の恐竜<r2_きょうりゅう>の様<r1_よう>な姿<r1_すがた>をした\n爬虫類型<r4_はちゅうるいがた>デジモン。\nまだ成長途中<r4_せいちょうとちゅう>なので力<r1_ちから>は弱<r1_よわ>いが、\n性格<r2_せいかく>はかなり獰猛<r2_どうもう>で恐<r1_こわ>いもの知<r1_し>らず。
12;鋭<r1_するど>い爪<r1_つめ>を生<r1_は>やしたガジモン系<r1_けい>の亜種<r2_あしゅ>と\n考<r1_かんが>えられている獣形<r2_けものがた>デジモン。\n俊敏<r2_しゅんびん>な動<r1_うご>きでヒットアンドウェイの攻撃<r2_こうげき>を\n得意<r2_とくい>とする。
13;翼<r1_つばさ>の部分<r2_ぶぶん>が腕<r1_うで>の様<r1_よう>に発達<r2_はったつ>している\n雛鳥型<r3_ひなどりがた>デジモン。\n翼<r1_つばさ>を器用<r2_きよう>に動<r1_うご>かし物<r1_もの>をつかんだりする事<r1_こと>が\nできるが、そのために空<r1_そら>を飛<r1_と>ぶ事<r1_こと>は苦手<r2_にがて>。
14;新<r1_あら>たに発見<r2_はっけん>された新種<r2_しんしゅ>デジモン。\nデジタルワールドの創世記<r3_そうせいき>に繁栄<r2_はんえい>した種族<r2_しゅぞく>の\n生<r1_い>き残<r1_のこ>りで、デジメンタルを用<r1_もち>いて“擬似進化<r4_ぎじしんか>”\nである「アーマー進化<r2_しんか>」をすることができる。
15;歯車<r2_はぐるま>の形<r1_かたち>をした変種<r2_へんしゅ>のマシーン型<r1_がた>デジモン。\n体内<r2_たいない>にも無数<r2_むすう>の歯車<r2_はぐる>が組<r1_く>み込<r1_こ>まれており、\n常<r1_つね>に歯車<r2_はぐるま>が回転<r2_かいてん>をしている。
16;デジモンの心臓部<r3_しんぞうぶ>ともいえるデジコアを\n頭<r1_あたま>につけ、激<r1_はげ>しく燃焼<r2_ねんしょう>させている\n火炎型<r3_かえんがた>デジモン。一説<r2_いっせつ>には頭上<r2_ずじょう>の炎<r1_ほのお>が本体<r2_ほんたい>で、\n体<r1_からだ>の部分<r2_ぶぶん>はダミーではないかと言<r1_い>われている。
17;いつもスカモンにワル知恵<r2_ぢえ>を入<r1_い>れ込<r1_こ>んでいる\nネズミのようなデジモン。スカモンとは固<r1_かた>い\n友情<r2_ゆうじょう>で結<r1_むす>ばれている。（といっても思<r1_おも>って\nいるのはチューモンだけかも？）
18;パタモンに似<r1_に>た姿<r1_すがた>だが、性格<r2_せいかく>は正反対<r3_せいはんたい>。\nかなりのひねくれ者<r1_もの>で、デビモンなどの\n使<r1_つか>い魔<r1_ま>をしている。ケンカっぱやい性格<r2_せいかく>で、\nすぐ戦<r1_たたか>いで決着<r2_けっちゃく>をつけようとする肉体派<r3_にくたいは>。
19;マウスの様<r1_よう>な甲羅<r2_こうら>を背負<r2_せお>ったサイボーグ型<r1_がた>\nデジモン。全身<r2_ぜんしん>を甲羅<r2_こうら>に収<r1_おさ>めて敵<r1_てき>の攻撃<r2_こうげき>を\nそのまま跳<r1_は>ね返<r1_かえ>す『コーラガード』の能力<r2_のうりょく>を\nもつ。ちなみにヘルメットは収納<r2_しゅうのう>できない。
20;聖<r1_せい>なる薬莢<r2_やっきょう>を身<r1_み>に着<r1_つ>けた聖獣型<r3_せいじゅうがた>デジモン。\n左耳<r2_ひだりみみ>のイヤリングに聖<r1_せい>なる力<r1_ちから>を\n日々<r2_ひび>溜<r1_た>めていると言<r1_い>われ、蓄<r1_たくわ>えた力<r1_ちから>が\n大<r1_おお>きいほど次<r1_つぎ>の進化<r2_しんか>に影響<r2_えいきょう>があるという。
21;つぼみの様<r1_よう>な姿<r1_すがた>をした植物型<r3_しょくぶつがた>デジモン。\n頭部<r2_とうぶ>の葉<r1_は>っぱを回転<r2_かいてん>させてふわふわ飛<r1_と>び、\n無表情<r3_むひょうじょう>だが愛嬌<r2_あいきょう>がある。
22;悪魔<r2_あくま>の子供<r2_こども>のような姿<r1_すがた>をした\n成長期<r3_せいちょうき>のデジモン。\n悪戯<r2_いたずら>好<r1_ず>きで、相手<r2_あいて>が困<r1_こま>る姿<r1_すがた>を見<r1_み>るのを\n楽<r1_たの>しみにしている。
23;まだ幼<r1_おさな>さを残<r1_のこ>す恐竜<r2_きょうりゅう>のような\n姿<r1_すがた>をしたデジモン。\nまだ成長期<r3_せいちょうき>ではあるが、デジモン本来<r2_ほんらい>が持<r1_も>って\nいる“戦<r1_たたか>う種<r1_しゅ>”としてのポテンシャルは非常<r2_ひじょう>に\n高<r1_たか>く、肉食獣<r3_にくしょくじゅう>のような凶暴性<r3_きょうぼうせい>を秘<r1_ひ>めている。
24;大<r1_おお>きな耳<r1_みみ>が特徴的<r3_とくちょうてき>な哺乳類型<r4_ほにゅうるいがた>デジモン。\nこの大<r1_おお>きな羽<r1_はね>を使<r1_つか>って空<r1_そら>を飛<r1_と>ぶことができるが、\n時速<r2_じそく>１ｋｍのスピードしか出<r1_で>ないため、\n歩<r1_ある>いたほうが断然<r2_だんぜん>に早<r1_はや>いと言<r1_い>われている。
25;蝙蝠<r2_こうもり>の姿<r1_すがた>をした小型<r2_こがた>の使<r1_つか>い魔<r1_ま>デジモン。\n攻撃力<r3_こうげきりょく>などは強<r1_つよ>くないが、悪知恵<r3_わるぢえ>が働<r1_はたら>き\nあちらこちらで悪<r1_わる>さをしたりしている。
26;ウィルス種<r1_しゅ>に進化<r2_しんか>したガブモン。\nかぶっている毛皮<r2_けがわ>はウィルス種<r1_しゅ>の\nガルルモンのデータを集<r1_あつ>めてつくったようだ。
27;ドキツくハデな色<r1_いろ>が特徴<r2_とくちょう>のデジモン。\nガブモンの変種<r2_へんしゅ>だと言<r1_い>われている。\n体<r1_からだ>の色<r1_いろ>と同<r1_おな>じで、明<r1_あか>るく派手好<r3_はでず>きな性格<r2_せいかく>だが、\n毛皮<r2_けがわ>を脱<r1_ぬ>ぐとガブモンと同<r1_おな>じように\n臆病<r2_おくびょう>になってしまうらしい。
28;悪<r1_わる>さが大好<r2_だいす>きな困<r1_こま>った小鬼<r2_こおに>の姿<r1_すがた>をしたデジモン。\n勇気<r2_ゆうき>がないズルがしこい性格<r2_せいかく>で、１体<r1_たい>で\n行動<r2_こうどう>することがなく、いつも集団<r2_しゅうだん>で\n森<r1_もり>の中<r1_なか>の木陰<r2_こかげ>や、建物<r2_たてもの>に隠<r1_かく>れて攻撃<r2_こうげき>してくる。
29;雪原<r2_せつげん>に住<r1_す>んでいる別種<r2_べっしゅ>のアグモン。\nアグモンゆずりのやんちゃっぷりで、\n雪<r1_ゆき>が降<r1_ふ>ったときの子<r1_こ>どものように\nいつもハシャギまわっている。
30;ウィルス種<r1_しゅ>に進化<r2_しんか>したことで、\n野生<r2_やせい>の本能<r2_ほんのう>に目覚<r2_めざ>めてしまったアグモン。\n怖<r1_こわ>いもの知<r1_し>らずどころか凶暴<r2_きょうぼう>な性格<r2_せいかく>の持<r1_も>ち主<r1_ぬし>に\nなっており、獲物<r2_えもの>を狙<r1_ねら>うときの鋭<r1_するど>さは\nワクチン種<r1_しゅ>のアグモンにも劣<r1_おと>らない。
31;毛皮<r2_けがわ>を被<r1_かぶ>っているが、れっきとした\n爬虫類型<r4_はちゅうるいがた>デジモン。\nとても臆病<r2_おくびょう>で恥<r1_は>ずかしがりやな性格<r2_せいかく>で\nいつもガルルモンが残<r1_のこ>していったデータを\nかき集<r1_あつ>めて毛皮状<r3_けがわじょう>にしてかぶっている。
32;機械系<r3_きかいけい>デジモンの珍種<r2_ちんしゅ>らしい\nマシーン型<r1_がた>デジモン。研究者<r3_けんきゅうしゃ>の間<r1_あいだ>では\n突然変異<r4_とつぜんへんい>のハグルモンではないかと\n言<r1_い>われているが、真相<r2_しんそう>は謎<r1_なぞ>である。
33;硬<r1_かた>い甲殻<r2_こうかく>を持つが、まだ攻撃性<r3_こうげきせい>の低<r1_ひく>い\n昆虫型<r3_こんちゅうがた>デジモンの原初<r2_げんしょ>タイプ。\n前肢<r2_ぜんし>に１本<r1_ぽん>、中肢<r2_ちゅうし>と\n後肢<r2_こうし>に４本<r1_ほん>の硬質<r2_こうしつ>爪<r1_そう>を持<r1_も>ち、\n特<r1_とく>に中肢<r2_ちゅうし>は人間<r2_にんげん>の手<r1_て>並<r1_なみ>に器用<r2_きよう>に\n物<r1_もの>をつかんだりできる。
34;陸上<r2_りくじょう>での活動<r2_かつどう>が可能<r2_かのう>になり、体温<r2_たいおん>を保<r1_たも>つ\n毛皮<r2_けがわ>で覆<r1_おお>われた海獣型<r3_かいじゅうがた>デジモン。\n体<r1_からだ>を覆<r1_おお>う短<r1_みじか>く白<r1_しろ>い体毛<r2_たいもう>は\n成長<r2_せいちょう>するほど長<r1_なが>くなり、\n更<r1_さら>に成長<r2_せいちょう>すると茶色<r2_ちゃいろ>く変色<r2_へんしょく>していくという。
35;頭<r1_あたま>にトロピカルな花<r1_はな>を咲<r1_さ>かせた\n植物型<r3_しょくぶつがた>デジモン。タネモンから\n爬虫類的<r4_はちゅうるいてき>に進化<r2_しんか>したが、外見<r2_がいけん>や特性上<r3_とくせいじょう>から\n植物型<r3_しょくぶつがた>と分類<r2_ぶんるい>される珍<r1_めずら>しいタイプ。
36;額<r1_ひたい>に旧式<r2_きゅうしき>なインターフェースをもつ為<r1_ため>、\nデジモンが発見<r2_はっけん>される以前<r2_いぜん>の実験用<r3_じっけんよう>の\n“プロトタイプデジモン”ではないかと\n推測<r2_すいそく>されている獣型<r2_けものがた>デジモン。
37;機械化<r3_きかいか>旅団<r2_りょだん>「D－ブリガード」の歩兵<r2_ほへい>デジモン。\n「D-ブリガード」は竜型<r2_りゅうがた>サイボーグデジモンで\n構成<r2_こうせい>された機械化<r3_きかいか>旅団<r2_りょだん>であり、決<r1_けっ>して表沙汰<r3_おもてざた>に\nなることのない特殊部隊<r4_とくしゅぶたい>である。
38;頭部<r2_とうぶ>の皮膚<r2_ひふ>が硬化<r2_こうか>して甲虫<r2_こうちゅう>のような殻<r1_から>に\n覆<r1_おお>われた恐竜型<r3_きょうりゅうがた>デジモン。\n鋭<r1_するど>い爪<r1_つめ>、巨大<r2_きょだい>な角<r1_つの>を持<r1_も>った全身凶器<r4_ぜんしんきょうき>のような\n体<r1_からだ>で、非常<r2_ひじょう>に攻撃的<r3_こうげきてき>なデジモンである。
39;ガオモンの体格<r2_たいかく>が大<r1_おお>きくなり、\nグローブで保護<r2_ほご>していた爪<r1_つめ>がしっかりと\n成長<r2_せいちょう>した獣型<r2_けものがた>デジモン。\n四足<r2_よつあし>ではあるが、脚力<r2_きゃくりょく>は強靭<r2_きょうじん>で熊<r1_くま>のように\n立<r1_た>ち上<r1_あ>がり攻撃<r2_こうげき>することもできる。
40;燃<r1_も>え盛<r1_さか>る炎<r1_ほのお>を纏<r1_まと>った姿<r1_すがた>をした、\n巨鳥型<r3_きょちょうがた>デジモン。\nメラモンと同<r1_おな>じく、インターネットの防御壁<r3_ぼうぎょへき>\n「ファイアーウォール」から発生<r2_はっせい>した\nデジモンである。
41;ブイモンが本来<r2_ほんらい>の力<r1_ちから>を得<r1_え>て進化<r2_しんか>した\n成熟期<r3_せいじゅくき>の幻竜型<r3_げんりゅうがた>デジモン。\nエクスブイモンはブイドラモンの原種<r2_げんしゅ>であり、\nその派生系<r3_はせいけい>の一種<r2_いっしゅ>が\nブイドラモンであると言<r1_い>われている。
42;インターネットなどで不正<r2_ふせい>な進入<r2_しんにゅう>を防<r1_ふせ>ぐための\n防御壁<r3_ぼうぎょへき>「ファイアーウォール」から発生<r2_はっせい>した\n全身<r2_ぜんしん>に紅蓮<r2_ぐれん>の炎<r1_ほのお>を纏<r1_まと>った火炎型<r3_かえんがた>デジモン。
43;巨大<r2_きょだい>な翼<r1_つばさ>を生<r1_は>やした幻獣型<r3_げんじゅうがた>デジモン。\n非常<r2_ひじょう>に貴重<r2_きちょう>なモンスターで神<r1_かみ>に近<r1_ちか>い存在<r2_そんざい>と\nいわれている。
44;青<r1_せい>白銀色<r3_はくぎんしょく>の毛皮<r2_けがわ>に体<r1_からだ>を覆<r1_おお>われた、\n狼<r1_おおかみ>のような姿<r1_すがた>をした獣型<r2_けものがた>デジモン。\n極寒<r2_ごっかん>の地<r1_ち>で鍛<r1_きた>えられた筋肉<r2_きんにく>と\n激<r1_はげ>しい闘争本能<r4_とうそうほんのう>を持<r1_も>ち、\n肉食獣<r3_にくしょくじゅう>のような敏捷性<r3_びんしょうせい>と\n標的<r2_ひょうてき>を確実<r2_かくじつ>に仕留<r2_しと>める正確<r2_せいかく>さを持<r1_も>っている。
45;頭<r1_あたま>からすっぽりと布<r1_ぬの>を被<r1_かぶ>っている幽霊<r2_ゆうれい>デジモン。\n闇<r1_やみ>より生<r1_う>まれた邪悪<r2_じゃあく>な存在<r2_そんざい>で、バケモンに\nとり憑<r1_つ>かれたコンピュータは一瞬<r2_いっしゅん>にして\nシステムを破壊<r2_はかい>されるという。
46;真<r1_ま>っ黒<r1_くろ>な毛<r1_け>なみが印象的<r3_いんしょうてき>な、ウィルス種<r1_しゅ>の\nテイルモン。完全<r2_かんぜん>なる悪<r1_あく>の申<r1_もう>し子<r1_ご>で、\nブキミな闇<r1_やみ>を渡<r1_わた>り歩<r1_ある>いて生<r1_い>きている。
47;グレイモンの亜種<r2_あしゅ>と推測<r2_すいそく>される特殊<r2_とくしゅ>なデジモン。\n頭部<r2_とうぶ>の甲殻<r2_こうかく>や体<r1_からだ>も全身凶器<r4_ぜんしんきょうき>の様<r1_よう>に発達<r2_はったつ>し、\nより攻撃的<r3_こうげきてき>な姿<r1_すがた>となっている。
48;ヒマワリの様<r1_よう>な姿<r1_すがた>をした植物型<r3_しょくぶつがた>デジモン。\n太陽<r2_たいよう>の光<r1_ひか>を浴<r1_あ>びるととても元気<r2_げんき>になり、\n攻撃力<r3_こうげきりょく>もアップする。天気<r2_てんき>の良<r1_よ>い日<r1_ひ>は背中<r2_せなか>の\n葉<r1_は>をパタパタさせて飛<r1_と>ぶこともある。
49;ナメクジのような体<r1_からだ>を持<r1_も>った軟体型<r3_なんたいがた>デジモン。\n暗<r1_くら>くてジメジメした環境<r2_かんきょう>を好<r1_この>み、\n攻撃力<r3_こうげきりょく>も知性<r2_ちせい>も無<r1_な>い。\n育<r1_そだ>て方<r1_かた>を間違<r2_まちが>えるとヌメモンになってしまうが、\n実<r1_じつ>は隠<r1_かく>された秘密<r2_ひみつ>があるらしい…。
50;百獣<r2_ひゃくじゅう>の王<r1_おう>、気高<r2_けだか>き勇者<r2_ゆうしゃ>とも呼<r1_よ>ばれる\n獣人型<r3_じゅうじんがた>デジモン。\n狂暴<r2_きょうぼう>なデジモン達<r1_たち>が多<r1_おお>い中<r1_なか>、\n強<r1_つよ>い意思<r2_いし>と正義<r2_せいぎ>の心<r1_こころ>を持<r1_も>っており、\n数多<r2_かずおお>くの凶悪<r2_きょうあく>なデジモンを倒<r1_たお>してきた。
51;「深紅<r2_しんく>の魔竜<r2_まりゅう>」と呼<r1_よ>ばれている\n魔竜型<r3_まりゅうがた>デジモン。\nギルモンの頃<r1_ころ>にあった幼<r1_おさな>さは消<r1_き>え、\nより野性的<r3_やせいてき>で凶暴<r2_きょうぼう>なデジモンへと\n進化<r2_しんか>をしている。
52;光<r1_ひか>り輝<r1_かがや>く６枚<r1_まい>の翼<r1_つばさ>と、\n神々<r2_こうごう>しいまでの純白<r2_じゅんぱく>の衣<r1_ころも>を\n身<r1_み>に纏<r1_まと>った天使<r2_てんし>デジモン。\n完全<r2_かんぜん>なる善<r1_ぜん>の存在<r2_そんざい>であり、幸福<r2_こうふく>をもたらす\nデジモンと呼<r1_よ>ばれている。
53;データ種<r1_しゅ>でオレンジ色<r1_いろ>になっているグラウモン。\nウィルス種<r1_しゅ>に比<r1_くら>べて普段<r2_ふだん>の性格<r2_せいかく>は\n落<r1_お>ち着<r1_つ>いているが、何<r1_なに>かあれば\nすぐにカッカする。
54;好奇心<r3_こうきしん>がとっても旺盛<r2_おうせい>でイタズラ好<r1_ず>き。\n体<r1_からだ>は小<r1_ちい>さいが貴重<r2_きちょう>な神聖系<r3_しんせいけい>のデジモンであり、\n見<r1_み>た目<r1_め>にそぐわない実力<r2_じつりょく>を持<r1_も>っている。
55;漆黒<r2_しっこく>の衣<r1_ころも>に身<r1_み>を包<r1_つつ>んだ堕天使型<r4_だてんしがた>デジモン。\n元々<r2_もともと>は光<r1_ひか>り輝<r1_かがや>く\nエンジェモン系<r1_けい>デジモンだったが、\nデジタルワールドの空間<r2_くうかん>の歪<r1_ゆがみ>に存在<r2_そんざい>する\nダークエリアに堕<r1_お>ちたことにより\n堕天使<r3_だてんし>となった。
56;「漆黒<r2_しっこく>の魔竜<r2_まりゅう>」と呼<r1_よ>ばれている魔竜型<r3_まりゅうがた>デジモン。\n基本的<r3_きほんてき>にはグラウモンと同種<r2_どうしゅ>であるが、\nよりウィルス種<r1_しゅ>としての性質<r2_せいしつ>を持<r1_も>っており、\nグラウモン本来<r2_ほんらい>の姿<r1_すがた>といわれている。
57;氷<r1_こおり>のように冷<r1_つめ>たい心<r1_こころ>を持<r1_も>つ堕天使型<r4_だてんしがた>デジモン。\nデビモンの中<r1_なか>でも特<r1_とく>に残忍<r2_ざんにん>な心<r1_こころ>を持<r1_も>つ\nデビモンが進化<r2_しんか>した姿<r1_すがた>といわれている。\n話術<r2_わじゅつ>で敵<r1_てき>を騙<r1_だま>すのが得意<r2_とくい>で、\n氷<r1_こおり>の羽<r1_はね>で包<r1_つつ>み込<r1_こ>み氷付<r2_こおりづ>けにさせる。 
58;ウィルス種<r1_しゅ>のガルルモン。\n肩<r1_かた>から伸<r1_の>びているブレードは、触<r1_ふ>れるものは\n全<r1_すべ>てを切<r1_き>り裂<r1_さ>くほど強烈<r2_きょうれつ>。
59;ガルルモンによく似<r1_に>た獣型<r2_けものがた>デジモン。\n闇<r1_やみ>に生<r1_い>きる凶悪<r2_きょうあく>なデジモンで、\nいたるところで揉<r1_も>め事<r1_ごと>を起<r1_お>こす迷惑<r2_めいわく>なヤツ。
60;ヌメモンと同種<r2_どうしゅ>の軟体型<r3_なんたいがた>デジモン。\n攻撃力<r3_こうげきりょく>は低<r1_ひく>いが、その割<r1_わり>に凶暴<r2_きょうぼう>で\n誰<r1_だれ>が相手<r2_あいて>でも襲<r1_おそ>い掛<r1_か>かる。\n当然<r2_とうぜん>のごとく返<r1_かえ>り討<r1_う>ちにあうが、\nすぐに忘<r1_わす>れてしまう。
61;新<r1_あら>たに発見<r2_はっけん>されたデジモンのなかでも、\nかなり特異<r2_とくい>な昆虫型<r3_こんちゅうがた>デジモン。\n性格<r2_せいかく>は昆虫<r2_こんちゅう>そのもので、\n生<r1_い>き抜<r1_ぬ>くための本能<r2_ほんのう>しか\n持<r1_も>っていないため知性<r2_ちせい>などは皆無<r2_かいむ>。
62;金色<r2_きんいろ>に輝<r1_かがや>くプリっとしたデジモン。\nコンピュータの画面上<r3_がめんじょう>にあるゴミ箱<r1_ばこ>に\n捨<r1_す>てられたデータのカスが集<r1_あつ>まって\n突然変異<r4_とつぜんへんい>をおこして誕生<r2_たんじょう>した。
63;北極<r2_ほっきょく>探査基地<r4_たんさきち>のコンピュータで\n発見<r2_はっけん>された海獣<r2_かいじゅう>デジモン。\n分厚<r2_ぶあつ>い毛皮<r2_けがわ>と頑丈<r2_がんじょう>な体<r1_からだ>は、極寒<r2_ごっかん>の地<r1_ち>でも\n耐<r1_た>えられるような構造<r2_こうぞう>をしている。
64;コンピュータネットワークの防御壁<r3_ぼうぎょへき>を守<r1_まも>る、\nマシーン型<r1_がた>のデジモン。\n基本的<r3_きほんてき>にガードロモンには「防御<r2_ぼうぎょ>」の\nプログラム命令<r2_めいれい>しかない。
65;大蛇<r2_だいじゃ>のような長<r1_なが>い体<r1_からだ>を持<r1_も>った水棲型<r3_すいせいがた>デジモン。\n元来<r2_がんらい>、知性<r2_ちせい>というものを持<r1_も>ち合<r1_あ>わせておらず、\n本能<r2_ほんのう>の赴<r1_おもむ>くままネットの海<r1_うみ>を泳<r1_およ>ぎ回<r1_まわ>っている。
66;巨大<r2_きょだい>なサボテンの姿<r1_すがた>をした植物型<r3_しょくぶつがた>デジモン。\n体内<r2_たいない>に栄養素<r3_えいようそ>データを保存<r2_ほぞん>することができ、\n何<r1_なに>も無<r1_な>い砂漠地帯<r4_さばくちたい>でもしばらくは\n生<r1_い>きていくことができる。
67;コマンドラモン１００体<r1_たい>をふるいに掛<r1_か>ける\n特殊<r2_とくしゅ>選抜試験<r4_せんばつしけん>「セレクション－D」を合格<r2_ごうかく>した\n１体<r1_たい>のみシールズドラモンへ進化<r2_しんか>することが\n出来<r2_でき>るといわれている。
68;体<r1_からだ>の半分以上<r4_はんぶんいじょう>を機械化<r3_きかいか>している\nサイボーグ型<r1_がた>デジモン。\nメタルグレイモンに進化<r2_しんか>するためには、\n襲<r1_おそ>い来<r1_く>る強敵<r2_きょうてき>を倒<r1_たお>し、\n勝<r1_か>ち抜<r1_ぬ>いていかなければならない。
69;莫大<r2_ばくだい>な推進力<r3_すいしんりょく>をもつロケットエンジンを背負<r2_せお>う\nサイボーグ型<r1_がた>デジモン。\n滞空時間<r4_たいくうじかん>は短<r1_みじか>いが、\n瞬間<r2_しゅんかん>の最大推力<r4_さいだいすいりょく>を生<r1_い>かし、\nヒットアンドウェイを最<r1_もっと>も得意<r2_とくい>としている。
70;大空<r2_おおぞら>を自在<r2_じざい>に舞<r1_ま>うことのできる翼<r1_つばさ>と、\n巨大<r2_きょだい>な鉤爪<r2_かぎづめ>を持<r1_も>つ鳥人型<r3_ちょうじんがた>デジモン。\nガルダモンは正義<r2_せいぎ>と秩序<r2_ちつじょ>を重<r1_おも>んじ、\n自然<r2_しぜん>を愛<r1_あい>する大地<r2_だいち>と風<r1_かぜ>の守護神<r3_しゅごしん>でもある。
71;エクスブイモンとスティングモンが\nジョグレスして進化<r2_しんか>した竜人型<r3_りゅうじんがた>デジモン。\n忠誠心<r3_ちゅうせいしん>が強<r1_つよ>く、主人<r2_しゅじん>のためには\n命<r1_いのち>を落<r1_お>とすこともいとわない。
72;輝<r1_かがや>く８枚<r1_まい>の銀翼<r2_ぎんよく>を持<r1_も>った大天使型<r4_だいてんしがた>デジモン。\nホーリーエンジェモンのデジタルワールドでの\n使命<r2_しめい>は法<r1_ほう>の執行官<r3_しっこうかん>であり、多<r1_おお>くの天使型<r3_てんしがた>\nデジモンを監督監視<r4_かんとくかんし>する役目<r2_やくめ>を持<r1_も>っている。
73;高貴<r2_こうき>な存在<r2_そんざい>の女性型<r3_じょせいがた>堕天使<r3_だてんし>デジモン。\nその強力無比<r4_きょうりょくむひ>で高純度<r3_こうじゅんど>のダークサイドパワーの\nため強力<r2_きょうりょく>で、個人<r2_こじん>の端末<r2_たんまつ>で育<r1_そだ>て続<r1_つづ>けた例<r1_れい>は\n限<r1_かぎ>りなく０に近<r1_ちか>いといわれている。
74;すべてが謎<r1_なぞ>に包<r1_つつ>まれているデジモン。\n見<r1_み>た感<r1_かん>じは、そのまま熊<r1_くま>のぬいぐるみで、\n背中<r2_せなか>の部分<r2_ぶぶん>にチャックが付<r1_つ>いているところから、\n中<r1_なか>に何者<r2_なにもの>かが入<r1_はい>っているという噂<r1_うわさ>。
75;体<r1_からだ>の半分以上<r4_はんぶんいじょう>を機械化<r3_きかいか>しているサイボーグ型<r1_がた>\nデジモン。左腕<r2_ひだりうで>の巨大<r2_きょだい>なリボルバーから\n発射<r2_はっしゃ>される攻撃力<r3_こうげきりょく>は核弾頭<r3_かくだんとう>一発分<r3_いっぱつぶん>に\n匹敵<r2_ひってき>するといわれる。
76;人々<r2_ひとびと>に愛<r1_あい>される花<r1_はな>、ライラックの様<r1_よう>な\n姿<r1_すがた>をした妖精型<r3_ようせいがた>デジモン。\n純粋<r2_じゅんすい>で無邪気<r3_むじゃき>であり、\nその美<r1_うつく>しい容姿<r2_ようし>にもかかわらず、\n再生<r2_さいせい>と死<r1_し>を司<r1_つかさど>るとも云<r1_い>われている。
