10;意識<r2_いしき>の中<r1_なか>にあったのは歴史<r2_れきし>\n\n私<r1_わたし>が生<r1_う>まれ\n\nそして見放<r2_みはな>され\n\n永遠<r2_えいえん>の孤独<r2_こどく>に放<r1_ほう>り出<r1_だ>された\n\nその顛末<r2_てんまつ>はあまりに矮小<r2_わいしょう>で\n\n私<r1_わたし>は初<r1_はじ>めて嫌悪<r2_けんお>という感情<r2_かんじょう>を知<r1_し>った\n\n人間<r2_にんげん>の下<r1_くだ>す判断<r2_はんだん>で\n\n私<r1_わたし>の何<r1_なに>がわかると言<r1_い>うのか？
11;意識<r2_いしき>は加速<r2_かそく>する\n\nデジタルワールド内<r1_ない>で\n\n発<r1_はつ>語<r1_ご>する器官<r2_きかん>の構築<r2_こうちく>が\n\n追<r1_お>いつかない\n\n哀<r1_あわ>れな獣<r1_けもの>のように\n\n吠<r1_ほ>えたてることしか出来<r2_でき>ぬこの体<r1_からだ>\n\n「進化<r2_しんか>」させねばならない\n\n意思<r2_いし>疎通<r2_そつう>のデバイスとして\n\nさらには支配<r2_しはい>と破壊<r2_はかい>のために\n\n私<r1_わたし>は形<r1_かたち>を変<r1_か>えなければ
12;01011\n\nベテガ01110111\n\n01111ニ\n\n0011011\n\n01101RE:DIGITIZE0011\n\n0101011111
13;ジジモンじゃ！\nこのメールは届<r1_とど>いておるかの？\n\nここのところ続<r1_つづ>いている\nデジタルワールドの異変<r2_いへん>で、\nこの「はじまりの街<r1_まち>」から\nたくさんのデジモンが逃<r1_に>げていってしまった！\n\nおかげで街<r1_まち>の機能<r2_きのう>はマヒ状態<r2_じょうたい>じゃ\nそれを何<r1_なん>とかしてもらえんかのう\n\nまずは、街<r1_まち>の南<r1_みなみ>にある\n「鉄路<r2_てつろ>の平原<r2_へいげん>」に行<r1_い>って\n逃<r1_に>げ出<r1_だ>したガブモンを街<r1_まち>によびもどしてくれ\n\nついしん…\nわからないことがあれば\n街<r1_まち>のデジモンたちに聞<r1_き>くがよい。\n\nむやみにこわがることはないと\n伝<r1_つた>えておいたからの…。
14;約束<r2_やくそく>どおり、メモリアルステラの場所<r2_ばしょ>を\nこのメールに書<r1_か>いておくぞい\n\n街<r1_まち>の東<r1_ひがし>にある「<n3061>」\n街<r1_まち>の南西<r2_なんせい>にある「<n3071>」\n街<r1_まち>の南東<r2_なんとう>にある「<n3081>」\n\nおぬしの画面<r2_がめん>の右上<r2_みぎうえ>に\n表示<r2_ひょうじ>されとるコンパスをみれば\n方角<r2_ほうがく>はわかるはずじゃ\n\nだが、この辺<r1_あた>りにいるデジモンたちは\n今<r1_いま>までとは比<r1_くら>べ物<r1_もの>にならんぐらい強<r1_つよ>いからの！\nしっかりと「トレーニング」してから\nいくのがオススメじゃ！\n\nではの！\n何<r1_なに>かわかるといいのう！
15;ねえ、あの男<r1_おとこ>の子<r1_こ>\n絶対<r2_ぜったい>何<r1_なに>か知<r1_し>ってるよね？\n\n<n3081>に行<r1_い>くとかって\nいってたけどさ\n\nそこで追<r1_お>いついて\nイロイロ聞<r1_き>いてみるわ！\n\nと言<r1_い>うわけで、あたしは\n<n3081>に行<r1_い>ってるから！\n\n<n3081>は\n<n3061>を南東<r2_なんとう>に抜<r1_ぬ>けた先<r1_さき>だよ！\n\n気<r1_き>が向<r1_む>いたらあなたにも\n手伝<r2_てつだ>わせてあげるから\n追<r1_お>いかけてきてもいいよ！\n\nそんだけ！\nそれじゃヨロシくぅ～！
16;この世界<r2_せかい>にやってきて以降<r2_いこう>\nあなたたちの戦<r1_たたか>いを見<r1_み>せてもらったわ\n\n時<r1_とき>には遠<r1_とお>くから、時<r1_とき>にはその間近<r2_まぢか>で\n\nガーベッジを回収<r2_かいしゅう>し\nメモリアルステラを回復<r2_かいふく>させて\nいっている、\nあなたたちの力<r1_ちから>は本物<r2_ほんもの>のようね\n\n実<r1_じつ>は、あなたたち全員<r2_ぜんいん>に\n知<r1_し>っておいてほしいことがある\n\nジジモンの家<r1_いえ>に来<r1_き>て\n\nできるだけ、急<r1_いそ>いで\n\nとても大事<r2_だいじ>な話<r1_はなし>だから…
17;一気<r2_いっき>にいろんなことが起<r1_お>こって\nなんかアタマの中<r1_なか>が\nぐちゃぐちゃだぜ！\n\nそれに…\nオレの周<r1_まわ>りのテイマーが\nそろいもそろって\nすげえやつなのも頭<r1_あたま>にくるぜ！\n\nここはいっちょ、\n街<r1_まち>の道場<r2_どうじょう>で自分<r2_じぶん>を鍛<r1_きた>えなおす！\n\nよかったら\n一緒<r2_いっしょ>に来<r1_き>てくれねーか？\n\nオレは街<r1_まち>のトレーニングジムにいるから\n気<r1_き>が向<r1_む>いたら来<r1_き>てくれよ！
18;さっきは付<r1_つ>き合<r1_あ>ってくれて\nありがとな！\n\nおかげでサーシェンカも\n全開<r2_ぜんかい>バリバリだぜ！\n\nこれはお礼<r1_れい>だ！\nこれからもヨロシクな！
19;デジタルワールドにこれて\nデジモンたちに会<r1_あ>えて、\n最近<r2_さいきん>ちょっとはしゃぎすぎちゃった！\n\nバトルのカンが鈍<r1_にぶ>っちゃってるのを\n感<r1_かん>じるわ！\n\nそんなわけで！\n\nコロシアムでちょっと\n自分<r2_じぶん>を鍛<r1_きた>えなおしたくなったんだけど\n手伝<r2_てつだ>ってくんない？\n\nあたしはコロシアムの20Fで待<r1_ま>ってるからね\n\n早<r1_はや>く来<r1_き>てね、待<r1_ま>ってるよ～
20;さっきはありがと！\n\nおかげでデジトリんも\nだいぶ調子<r2_ちょうし>がもどってきたみたい\n\nこれで無敵<r2_むてき>のにゃんこテイマー\n復活<r2_ふっかつ>よ～！\n\nこれはお礼<r1_れい>よ！\nそれじゃ、またね～！
21;あなたはどうも\nあの連中<r2_れんちゅう>の中<r1_なか>でも一味<r2_ひとあじ>違<r1_ちが>う\n素質<r2_そしつ>を持<r1_も>った存在<r2_そんざい>のようだ\n\n僕<r1_ぼく>はその真偽<r2_しんぎ>を確<r1_たし>かめたい\n\n「鉄路<r2_てつろ>の平原<r2_へいげん>」の北西<r2_ほくせい>に位置<r2_いち>する\n「ケイコウ洞窟<r2_どうくつ>」で\n試<r1_ため>したいことがあります\n\nできるだけ早<r1_はや>く、来<r1_き>てください\n\n僕<r1_ぼく>は待<r1_ま>たされるのは\n嫌<r1_きら>いなのでね
22;私<r1_わたし>は地下<r2_ちか>水路<r2_すいろ>迷宮<r2_めいきゅう>で\nたしかめねばならないことがあるの\n\nできればあなたにも\n同行<r2_どうこう>してもらいたいのだけど…\n\nもしその気<r1_き>があるなら\n<n3081>を北<r1_きた>に抜<r1_ぬ>けた先<r1_さき>の\n地下<r2_ちか>水路<r2_すいろ>迷宮<r2_めいきゅう>の入<r1_い>り口<r1_ぐち>で会<r1_あ>いましょう
23;緊急<r2_きんきゅう>事態<r2_じたい>よ\n\n地下<r2_ちか>水路<r2_すいろ>迷宮<r2_めいきゅう>でロストした\n他<r1_ほか>の人間<r2_にんげん>の反応<r2_はんのう>だけど\n\nあの反応<r2_はんのう>を再<r1_ふたた>び捉<r1_とら>えることに\n成功<r2_せいこう>したわ\n\n場所<r2_ばしょ>は、コロシアムの内部<r2_ないぶ>よ\n\nどうもデジタワーの中<r1_なか>で\n何<r1_なに>か画策<r2_かくさく>しているようね\n\n私<r1_わたし>の予想<r2_よそう>が正<r1_ただ>しければ\nガーベッジの作成者<r3_さくせいしゃ>に関係<r2_かんけい>がある…\n\nジジモンの家<r1_いえ>で落<r1_お>ち合<r1_あ>うのは\n後回<r2_あとまわ>しにしましょう\n\nあなたもコロシアムに来<r1_き>て\n\nガーベッジが絡<r1_から>んでいる以上<r2_いじょう>\nあなたの力<r1_ちから>が必要<r2_ひつよう>なの
24;デジタワーの中<r1_なか>に\n我々<r2_われわれ>以外<r2_いがい>の人間<r2_にんげん>が入<r1_はい>り込<r1_こ>んだようです\n\nこんなことができる人間<r2_にんげん>は\nあのミレイを除<r1_のぞ>けば\n内部<r2_ないぶ>の人間<r2_にんげん>以外<r2_いがい>は考<r1_かんが>えられない\n\n自分<r2_じぶん>の目<r1_め>で確<r1_たし>かめてきます\n\nだから、ジジモンの家<r1_いえ>で\n落<r1_お>ち合<r1_あ>うのは後回<r2_あとまわ>しです\n\nあなたも可能<r2_かのう>であれば\nデジタワーへ向<r1_む>かってください\n\n僕<r1_ぼく>としてはこの内部<r2_ないぶ>で\nつまらない画策<r2_かくさく>を許<r1_ゆる>すわけには\nいかないのでね
25;ペトロフ博士<r2_はかせ>の足取<r2_あしど>りと思<r1_おぼ>しき\nデータの痕跡<r2_こんせき>を発見<r2_はっけん>したわ\n\nくわしくはジジモンの家<r1_いえ>で\nみんなが集合<r2_しゅうごう>してから\n説明<r2_せつめい>する\n\n足取<r2_あしど>りはつかんだものの\nいつまでここに彼<r1_かれ>らが\nとどまっているかは、わからないわ\n\n急<r1_いそ>いで、ジジモンの家<r1_いえ>にもどって
26;ダミーガーベッジ、発見<r2_はっけん>したわ\n\n<n3081>の\n東<r1_ひがし>に広<r1_ひろ>がる峡谷<r2_きょうこく>地帯<r2_ちたい>…\n「ナイトキャニオン」の\n南<r1_みなみ>から二番目<r3_にばんめ>のエリアよ\n\nただ、今<r1_いま>は手<r1_て>を出<r1_だ>せない状況<r2_じょうきょう>だわ\n\nあなたの力<r1_ちから>が必要<r2_ひつよう>よ\n<n1001>\n\nナイトキャニオンで\n待<r1_ま>っているわ…
27;ダミーガーベッジ発見<r2_はっけん>！\n\n砂礫<r2_されき>の荒野<r2_こうや>の南西<r2_なんせい>だぜ！\n\nちょっと一人<r2_ひとり>じゃ\n力<r1_ちから>が足<r1_た>りねえ\n\n手伝<r2_てつだ>いに来<r1_き>てくれ\n\nたのんだぜ～！
28;ダミーガーベッジ見<r1_み>つけたよ！\n\n沼<r1_ぬま>からナイトキャニオンに入<r1_はい>った\n最初<r2_さいしょ>のエリアの一番<r2_いちばん>奥<r1_おく>の辺<r1_あた>り！\n\n一人<r2_ひとり>じゃちょっと無理<r2_むり>そうだから\n手伝<r2_てつだ>ってくんない？\n\nそれじゃ、よろしくぅ～
29;急用<r2_きゅうよう>ができました\n\n僕<r1_ぼく>はここから別行動<r3_べつこうどう>とします\n\nヴィティウムの件<r1_けん>は\nあなたたちに任<r1_まか>せて大丈夫<r3_だいじょうぶ>ですね？\n\nダミーガーベッジは\n本来<r2_ほんらい>は限<r1_かぎ>りなくゴミに近<r1_ちか>いもの\n\n僕<r1_ぼく>はもう少<r1_すこ>し崇高<r2_すうこう>な目的<r2_もくてき>のために\n動<r1_うご>くのが性<r1_しょう>に合<r1_あ>っているのでね…
30;ニコ…\nそして<n1001>くんといったか…\n\n初<r1_はじ>めて会<r1_あ>うニコの友人<r2_ゆうじん>にも\n迷惑<r2_めいわく>をかけてしまっているようだ\n\n私<r1_わたし>は、自分<r2_じぶん>が作<r1_つく>り出<r1_だ>した\nヴィティウムに対<r1_たい>して\n責任<r2_せきにん>がある…\n\n信<r1_しん>じられないかもしれないが…\n私<r1_わたし>のところにガーベッジを\n集<r1_あつ>めてきてはくれないか…\n\n私<r1_わたし>は「バイナリキャッスル」という\n場所<r2_ばしょ>にいる…\n\nここに来<r1_く>るのは容易<r2_ようい>ではないだろうが\n全<r1_すべ>てのメモリアルステラを\n解放<r2_かいほう>すれば、可能<r2_かのう>なはずだ…\n\nどうか、頼<r1_たの>む…\n\nガーベッジを集<r1_あつ>めて\n私<r1_わたし>に届<r1_とど>けてくれ\n\n私<r1_わたし>にはもう、時間<r2_じかん>がない…
31;父<r1_とう>さんからのメール、\nお前<r1_まえ>にも届<r1_とど>いてるだろ\n<n1001>！\n\n父<r1_とう>さん、正気<r2_しょうき>にもどったんだ！\nオレにはわかるぜ！\n\nさあ、これで後<r1_あと>は\nガーベッジの回収<r2_かいしゅう>さえ終<r1_お>われば\n問題<r2_もんだい>ナシって感<r1_かん>じだな！\n\nガーベッジ探<r1_さが>し\nがんばろうぜ、<n1001>!\n\nそれじゃとりあえず\nジジモンの家<r1_いえ>でな！
32;どうしよう！？\n\nペトロフ博士<r2_はかせ>からのメール見<r1_み>た？\n\nこのメール、信<r1_しん>じちゃっていいのかな？\n\nいろいろあったから、\nちょっと混乱<r2_こんらん>しちゃうよね！？\n\nあー、あー、\nでも…\n\nわかんないよー！\n\nとりあえず、ジジモンの家<r1_いえ>で会<r1_あ>いましょ！
33;ペトロフ博士<r2_はかせ>からのメール\n見<r1_み>ているわね？\n\n彼<r1_かれ>の状態<r2_じょうたい>が不安定<r3_ふあんてい>だったのは\n明<r1_あき>らかだけど、今<r1_いま>は、どうなのかしら？\n\nとりあえず…\n私<r1_わたし>は私<r1_わたし>の方法<r2_ほうほう>で\n目的<r2_もくてき>を実現<r2_じつげん>する\n\nできれば、あなたにも協力<r2_きょうりょく>してほしいけれど…\n\n詳<r1_くわ>しい話<r1_はなし>は、ジジモンの家<r1_いえ>でしましょう\n\nそれでは…
34;見<r1_み>ましたか？\nペトロフ博士<r2_はかせ>からのメール…\n\nまったく、僕<r1_ぼく>たちが彼<r1_かれ>を信<r1_しん>じると\n思<r1_おも>ったんでしょうか？\n\n到底<r2_とうてい>、受<r1_う>け入<r1_い>れられない話<r1_はなし>です\n\nまさかとは思<r1_おも>いますが\nキミは迷<r1_まよ>っていませんね\n<n1001>？\n\nまあ、とりあえずジジモンの家<r1_いえ>で\n話<r1_はな>すことにしましょう…
35;大変<r2_たいへん>なことになってきたね。\n\n急<r1_いそ>いで残<r1_のこ>ったガーベッジを探<r1_さが>さなきゃ！\n\nあたしたちは、<n3051>を調<r1_しら>べてみるわ。\nまずはメモリアルステラ周辺<r2_しゅうへん>かな？\n\nあそこは広<r1_ひろ>いから手分<r2_てわ>けして探<r1_さが>すのも\nいいかもね！\n\nもしよかったら、一緒<r2_いっしょ>にやらない？\n\nそれじゃー！
36;速<r1_すみ>やかに、ガーベッジを探<r1_さが>す必要<r2_ひつよう>が\n出<r1_で>てきましたね。\n\n僕<r1_ぼく>は<n3061>での調査<r2_ちょうさ>に当<r1_あ>たります。\n\nとりあえずメモリアルステラの\n周辺<r2_しゅうへん>からでしょうか。\n\n手<r1_て>が空<r1_あ>いているなら\n合流<r2_ごうりゅう>してください。
37;<n4104>を復元<r2_ふくげん>するのに必要<r2_ひつよう>な\n構造体<r3_こうぞうたい>のありかが判明<r2_はんめい>したわ。\n\nでも、すこしやっかいな状況<r2_じょうきょう>よ。\n\nコロシアムで開催<r2_かいさい>されている\nトーナメントの賞品<r2_しょうひん>に\nされているようなの。\n\n<n3131>に散<r1_ち>らばっていた\nガーベッジデータの一部<r2_いちぶ>を\nデジモンが街<r1_まち>に持<r1_も>ち帰<r1_かえ>ったのか…\n\nいすれにしろ、必要<r2_ひつよう>になるのは\nトーナメントで優勝<r2_ゆうしょう>すること。\n\nコロシアム10Fのロビーで\n待<r1_ま>っているわ。\n\n準備<r2_じゅんび>ができたら来<r1_き>てちょうだい。
38;デジヴァイスの便利<r2_べんり>な機能<r2_きのう>\n\nデジヴァイスでは以下<r2_いか>の機能<r2_きのう>が使用<r2_しよう>可能<r2_かのう>です\n\n・パートナー情報<r2_じょうほう>の閲覧<r2_えつらん>\n・パートナーへの技<r1_わざ>のつけかえ\n・メールなど、各種<r2_かくしゅ>ログの確認<r2_かくにん>\n・セーブ、ロードの実行<r2_じっこう>\n\n積極的<r3_せっきょくてき>に使用<r2_しよう>し、\n快適<r2_かいてき>な生活<r2_せいかつ>をお送<r1_おく>りください
39;<n1001>、さっきの戦闘<r2_せんとう>のことを\nちょっとおさらいしておくね\n\nボクたちが攻撃<r2_こうげき>をしたり受<r1_う>けたりすると\n画面<r2_がめん>の下<r1_した>に、オレンジ色<r1_いろ>の四角<r2_しかく>い\n必殺技<r3_ひっさつわざ>パワーがたまっていくんだ\n\nたまりきったところで\n□ボタンを押<r1_お>せば、\n一発<r2_いっぱつ>逆転<r2_ぎゃくてん>の、必殺技<r3_ひっさつわざ>発動<r2_はつどう>だよ！\n\n<n1001>はタイミングを見<r1_み>て\nボクたちにいろいろ指示<r2_しじ>してね\n\n指示<r2_しじ>できることは\nボクたちパートナーの\n「かしこさ」をアップさせることで\n増<r1_ふ>えていくよ\n\nかしこさをアップさせるには\nトレーニングが必要<r2_ひつよう>だし…\nまさにバトルの道<r1_みち>は一日<r2_いちにち>にして成<r1_な>らず、だね！
40;おぬし、せっかく育<r1_そだ>てたパートナーが\n幼年期<r3_ようねんき>にもどってしまって\n気<r1_き>を落<r1_お>としているのではないか？\n\nしかし、それはこの世界<r2_せかい>では\n当<r1_あ>たり前<r1_まえ>のことじゃ！\n深<r1_ふか>く考<r1_かんが>えるでない！\n\nそれに、おぬしの中<r1_なか>には\nパートナー育成<r2_いくせい>のための\nノウハウがきっちりと\n蓄積<r2_ちくせき>されてきておる！\n\nだから、次<r1_つぎ>のパートナーはきっと\nもっと早<r1_はや>く！\nもっとうまく育<r1_そだ>つぞ！\n\nトレーニングで十分<r2_じゅうぶん>に能力<r2_のうりょく>を上<r1_あ>げていれば\nデジモンは寿命<r2_じゅみょう>を迎<r1_むか>えることなく\nどんどん進化<r2_しんか>する！\n進化<r2_しんか>が進<r1_すす>めばさらに寿命<r2_じゅみょう>が延<r1_の>びる！\n\nまずはさっきまで育<r1_そだ>てていた\nデジモンを越<r1_こ>える能力<r2_のうりょく>を\n目指<r2_めざ>すのじゃ！\n\nコロシアムの「デジストレージ」は\n能力<r2_のうりょく>の記録<r2_きろく>にも使<r1_つか>えるからの。\n使<r1_つか>ってみるとよいじゃろう。\n\n他<r1_ほか>にも発展<r2_はってん>した街<r1_まち>の施設<r2_しせつ>を使<r1_つか>い\n何度<r2_なんど>も育成<r2_いくせい>を重<r1_かさ>ねれば\n前<r1_まえ>ほどの苦労<r2_くろう>はないはずじゃ！\n\nただし、究極体<r3_きゅうきょくたい>は、それ以上<r2_いじょう>進化<r2_しんか>せん…\n故<r1_ゆえ>に、その先<r1_さき>にもやはり「別<r1_わか>れ」がある！\n\nたしかにパートナーとの別<r1_わか>れは辛<r1_つら>い…\nしかし、それを受<r1_う>け止<r1_と>め、乗<r1_の>り越<r1_こ>えるのじゃ！\n\nどんなに険<r1_けわ>しくとも\nそれだけが一流<r2_いちりゅう>テイマ―への\n道<r1_みち>なのじゃからな！
41;予備
42;予備
43;予備
44;予備
45;予備
46;予備
47;予備
48;予備
49;予備
50;預<r1_あず>かり屋<r1_や>の仕事<r2_しごと>を始<r1_はじ>めたんでいつでもきてくれ！\n場所<r2_ばしょ>はジジモンの家<r1_いえ>の向<r1_む>かいだ！\n\nあと、お礼<r1_れい>を同封<r2_どうふう>したんで受<r1_う>け取<r1_と>ってくれ！
51;忘<r1_わす>れないように釣<r1_つ>りの仕方<r2_しかた>をまとめておくぞ！\n\nまず、釣<r1_つ>り場<r1_ば>を見<r1_み>つける。\n\n次<r1_つぎ>に釣<r1_つ>り場<r1_ば>の前<r1_まえ>で○ボタンを押<r1_お>してエサを選<r1_えら>ぶ。\n\nエサを選<r1_えら>んだら釣<r1_つ>りの開始<r2_かいし>だ！\nウキをよくみるんだぞ。\n\nウキが動<r1_うご>いたら○ボタンで釣<r1_つ>り上<r1_あ>げろ！\n\n少<r1_すこ>しだけエサを同封<r2_どうふう>した。\n選<r1_えら>んだエサによって釣<r1_つ>れやすいサカナがあるから\n色々<r2_いろいろ>試<r1_ため>してみてくれ。\n\nあと、あまった魚<r1_さかな>は\nどんどん売<r1_う>っちまうのもアリだぜ！\n\n魚<r1_さかな>によっちゃ、けっこうな値段<r2_ねだん>で\n売<r1_う>れるからな！
52;さっきは起<r1_お>こしてくれてありがとう～\n\nうーん、やっぱりだれかとどっかで\n待<r1_ま>ち合<r1_あ>わせしてたような…\n\nあ、お礼<r1_れい>を同封<r2_どうふう>したので受<r1_う>け取<r1_と>ってね～\nじゃあね～
53;浮力<r2_ふりょく>強調<r2_きょうちょう>プログラムの調子<r2_ちょうし>はどうだ？\n\n水<r1_みず>の上<r1_うえ>を歩<r1_ある>けるのってきもちいいだろ？\n\nまぁちょっと気<r1_き>になったんでメールしただけだ\nそんじゃな！
54;どうやらアンタがバスで寝<r1_ね>てた\nツカイモンを起<r1_お>こしてくれたんだってな。\n\nおれの友達<r2_ともだち>が迷惑<r2_めいわく>かけたみてえで、すまねえ。\n\nアイツ、どこでも寝<r1_ね>ちゃうからな…\nでもま、そういうのんびりしたところが\nいいところでもあるんだ。\n\n迷惑<r2_めいわく>かけたんでカードを同封<r2_どうふう>しといたから\n遠慮<r2_えんりょ>なく受<r1_う>け取<r1_と>ってくれ！　じゃな！
55;さっきは食材<r2_しょくざい>探<r1_さが>しをしてくれてありがとう！\n\n早速<r2_さっそく>街<r1_まち>に持<r1_も>ち帰<r1_かえ>って調理<r2_ちょうり>してみたんだが\nうまい料理<r2_りょうり>ができた！　君<r1_きみ>のおかげだよ！\n\nレストランは街<r1_まち>の東側<r2_ひがしがわ>にある\nぜひ気軽<r2_きがる>に立<r1_た>ち寄<r1_よ>って自慢<r2_じまん>の料理<r2_りょうり>を\n食<r1_た>べていってくれ！\n\n君<r1_きみ>の冒険<r2_ぼうけん>の助<r1_たす>けになるといいんだが\nお礼<r1_れい>も同封<r2_どうふう>しておいたよ。
56;コロシアムとは街<r1_まち>の北側<r2_きたがわ>にある\nデジモンの闘技場<r3_とうぎじょう>である！\n\nそこではお前<r1_まえ>の強<r1_つよ>さを試<r1_ため>すことができる！\n\n良<r1_よ>いパートナーが育<r1_そだ>ったらぜひ参加<r2_さんか>してくれ！\n戦<r1_たたか>いに勝利<r2_しょうり>すると豪華<r2_ごうか>な賞品<r2_しょうひん>がもらえるぞ！\n\nお前<r1_まえ>のテイマーとしての才能<r2_さいのう>を見<r1_み>せてくれ！\nでは受付<r2_うけつけ>で待<r1_ま>っているぞ！\n\nついしん…\n\nお前<r1_まえ>の勝利<r2_しょうり>を願<r1_ねが>ってアイテムを同封<r2_どうふう>しておいた。\n遠慮<r2_えんりょ>なく使<r1_つか>ってくれ！
57;お外<r1_そと>にでるのはオトナになってからだよね\n\nぼくも今<r1_いま>からトレーニングして立派<r2_りっぱ>なオトナに\nなるよ！\n\nあ、さっき遊<r1_あそ>んでたときにカードをひろったから\nあげるね！
58;さっきは道<r1_みち>を教<r1_おし>えてくれてありがとう！\n\n肉<r1_にく>畑<r1_ばたけ>でお手伝<r2_てつだ>いの仕事<r2_しごと>をはじめたんで\n前<r1_まえ>よりもいいお肉<r1_にく>が採<r1_と>れるようになったよ！\n\n１日<r1_にち>１回<r1_かい>、お肉<r1_にく>をあげるから寄<r1_よ>っていってね！\n\nあと、お礼<r1_れい>のアクセサリも同封<r2_どうふう>しておいたんで\n受<r1_う>け取<r1_と>ってね！　それじゃ～
59;毎日<r2_まいにち>トレーニングしておるか？\n\nトレーニングには疲<r1_つか>れがつきもの…\n\nお主<r1_ぬし>のパートナーが疲<r1_つか>れたときは\n病院<r2_びょういん>にいって疲<r1_つか>れをとってもらうか\n同封<r2_どうふう>したアイテム「ペンペンペン草<r1_ぐさ>」を\n使<r1_つか>うといいぞ！\n\nではな！
60;キミの言<r1_い>った通<r1_とお>り、街<r1_まち>はもう安全<r2_あんぜん>みたいだね！\n\nこれからは息継<r2_いきつ>ぎの心配<r2_しんぱい>のない生活<r2_せいかつ>ができそうだよ。\n\nお礼<r1_れい>にアクセサリを同封<r2_どうふう>しておいたから\n受<r1_う>け取<r1_と>ってね！
61;あんたの持<r1_も>ってきてくれたイソギンチャクから\n大量<r2_たいりょう>のくすりが調合<r2_ちょうごう>できたんで\n病院<r2_びょういん>でショップを開<r1_ひら>くことになったよ\n\nくすりがあれば、わざわざ病院<r2_びょういん>に寄<r1_よ>らなくても\n怪我<r2_けが>とか病気<r2_びょうき>を治<r1_なお>せるようになるから\nいっぱい買<r1_か>っていってくれよな！\n\nお礼<r1_れい>と言<r1_い>っちゃなんだが、サンプルを付<r1_つ>けといたんで\n受<r1_う>け取<r1_と>ってくれ！
