148;アイテム送付<r2_そうふ>のお知<r1_し>らせ
149;アイテム送付<r2_そうふ>のお知<r1_し>らせ
150;アイテム送付<r2_そうふ>のお知<r1_し>らせ
151;アイテム送付<r2_そうふ>のお知<r1_し>らせ
152;アイテム送付<r2_そうふ>のお知<r1_し>らせ
153;アイテム送付<r2_そうふ>のお知<r1_し>らせ
154;アイテム送付<r2_そうふ>のお知<r1_し>らせ
155;アイテム送付<r2_そうふ>のお知<r1_し>らせ
156;アイテム送付<r2_そうふ>のお知<r1_し>らせ
157;アイテム送付<r2_そうふ>のお知<r1_し>らせ
158;アイテム送付<r2_そうふ>のお知<r1_し>らせ
159;アイテム送付<r2_そうふ>のお知<r1_し>らせ
160;アイテム送付<r2_そうふ>のお知<r1_し>らせ
161;アイテム送付<r2_そうふ>のお知<r1_し>らせ
162;アイテム送付<r2_そうふ>のお知<r1_し>らせ
163;アイテム送付<r2_そうふ>のお知<r1_し>らせ
164;アイテム送付<r2_そうふ>のお知<r1_し>らせ
165;アイテム送付<r2_そうふ>のお知<r1_し>らせ
166;アイテム送付<r2_そうふ>のお知<r1_し>らせ
167;アイテム送付<r2_そうふ>のお知<r1_し>らせ
168;アイテム送付<r2_そうふ>のお知<r1_し>らせ
169;アイテム送付<r2_そうふ>のお知<r1_し>らせ
170;アイテム送付<r2_そうふ>のお知<r1_し>らせ
171;アイテム送付<r2_そうふ>のお知<r1_し>らせ
172;アイテム送付<r2_そうふ>のお知<r1_し>らせ
173;アイテム送付<r2_そうふ>のお知<r1_し>らせ
174;アイテム送付<r2_そうふ>のお知<r1_し>らせ
175;アイテム送付<r2_そうふ>のお知<r1_し>らせ
176;アイテム送付<r2_そうふ>のお知<r1_し>らせ
177;アイテム送付<r2_そうふ>のお知<r1_し>らせ
178;アイテム送付<r2_そうふ>のお知<r1_し>らせ
179;アイテム送付<r2_そうふ>のお知<r1_し>らせ
180;ストレージカード送付<r2_そうふ>のお知<r1_し>らせ
181;ストレージカード送付<r2_そうふ>のお知<r1_し>らせ
182;ストレージカード送付<r2_そうふ>のお知<r1_し>らせ
183;ストレージカード送付<r2_そうふ>のお知<r1_し>らせ
184;ストレージカード送付<r2_そうふ>のお知<r1_し>らせ
185;突発イベント発生のお知らせ
186;コロシアムのっとり計画
187;ジジモンじゃ！
188;謎<r1_なぞ>のメッセージ
189;エテモンが悪<r1_わる>さをしとるらしい！
190;勝負<r2_しょうぶ>しようぜ！
191;もっかい勝負<r2_しょうぶ>しようぜ！
192;アンタと戦<r1_たたか>いたい
193;ヤマトより
194;太一<r2_たいち>に勝<r1_か>ったって本当<r2_ほんとう>？
195;伝<r1_つた>えたいことがあるの
196;はじめまして
197;もう一度<r2_いちど>お願<r1_ねが>いします
198;ダミー
199;ダミー
200;逃<r1_に>がさないわよ！
201;道標<r2_みちしるべ>の森<r1_もり>を目指<r2_めざ>すぜ！
202;水没<r2_すいぼつ>の古都<r2_こと>へ向<r1_む>かっているわ
203;砂礫の荒野へ向かいましょう
204;ナイトキャニオンに急<r1_いそ>ごうぜ！
205;コロシアムで白黒<r2_しろくろ>つけようぜ！
206;ボンケーノ火山<r2_かざん>へ
207;ボンケーノ火山<r2_かざん>へ
208;パウダリークリフへ
209;パウダリークリフへ
210;デジタルワールド緊急事態<r4_きんきゅうじたい>じゃ！
211;GIGO<r4_ギゴ>の社歴<r2_しゃれき>　その1
212;GIGO<r4_ギゴ>の社歴<r2_しゃれき>　その2
213;GIGO<r4_ギゴ>の社歴<r2_しゃれき>　その3
214;「鉄路<r2_てつろ>の平原<r2_へいげん>」を調査<r2_ちょうさ>だ！
215;「鉄路<r2_てつろ>の平原<r2_へいげん>」を調査<r2_ちょうさ>だね！
216;チャージ、デキマス
217;駅<r1_えき>みたいなものをみつけたぞ！
218;駅<r1_えき>みたいなもの、みつけたよ！
219;ダミーガーベッジを探<r1_さが>すのよ
